sentence_1,sentence_2,label,tense_sentence_1-tense_sentence_2,aspect_sentence_1-aspect_sentence_2
Jill had invented the device,Jill patents the device,0,past perfect - present simple,perfect - progressive
Jill had invented the device,Jill patented the device,0,past perfect - past simple,perfect - perfect
Jill will invent the device,Jill is patenting the device,0,future simple - present progressive,progressive - progressive
Jill will invent the device,Jill was patenting the device,0,future simple - past progressive,progressive - progressive
Jill will invent the device,Jill has patented the device,0,future simple - present perfect,progressive - perfect
Jill will invent the device,Jill had patented the device,0,future simple - past perfect,progressive - perfect
Jill will invent the device,Jill will patent the device,0,future simple - future simple,progressive - progressive
Jill will invent the device,Jill patents the device,0,future simple - present simple,progressive - progressive
Jill will invent the device,Jill patented the device,0,future simple - past simple,progressive - perfect
Jill invents the device,Jill is patenting the device,0,present simple - present progressive,progressive - progressive
Jill invents the device,Jill was patenting the device,0,present simple - past progressive,progressive - progressive
Jill invents the device,Jill has patented the device,0,present simple - present perfect,progressive - perfect
Jill invents the device,Jill had patented the device,0,present simple - past perfect,progressive - perfect
Jill invents the device,Jill will patent the device,0,present simple - future simple,progressive - progressive
Jill invents the device,Jill patents the device,0,present simple - present simple,progressive - progressive
Jill invents the device,Jill patented the device,0,present simple - past simple,progressive - perfect
Jill invented the device,Jill is patenting the device,0,past simple - present progressive,perfect - progressive
Jill invented the device,Jill was patenting the device,0,past simple - past progressive,perfect - progressive
Jill invented the device,Jill has patented the device,0,past simple - present perfect,perfect - perfect
Jill invented the device,Jill had patented the device,0,past simple - past perfect,perfect - perfect
Jill invented the device,Jill will patent the device,0,past simple - future simple,perfect - progressive
Jill invented the device,Jill patents the device,0,past simple - present simple,perfect - progressive
Jill invented the device,Jill patented the device,0,past simple - past simple,perfect - perfect
Boeing is producing the engine,Boeing is distributing the engine,0,present progressive - present progressive,progressive - progressive
Boeing is producing the engine,Boeing was distributing the engine,0,present progressive - past progressive,progressive - progressive
Boeing is producing the engine,Boeing has distributed the engine,0,present progressive - present perfect,progressive - perfect
Boeing is producing the engine,Boeing had distributed the engine,0,present progressive - past perfect,progressive - perfect
Boeing is producing the engine,Boeing will distribute the engine,1,present progressive - future simple,progressive - progressive
Boeing is producing the engine,Boeing distributes the engine,0,present progressive - present simple,progressive - progressive
Boeing is producing the engine,Boeing distributed the engine,0,present progressive - past simple,progressive - perfect
Boeing was producing the engine,Boeing is distributing the engine,0,past progressive - present progressive,progressive - progressive
Boeing was producing the engine,Boeing was distributing the engine,1,past progressive - past progressive,progressive - progressive
Boeing was producing the engine,Boeing has distributed the engine,0,past progressive - present perfect,progressive - perfect
Boeing was producing the engine,Boeing had distributed the engine,1,past progressive - past perfect,progressive - perfect
Boeing was producing the engine,Boeing will distribute the engine,0,past progressive - future simple,progressive - progressive
Boeing was producing the engine,Boeing distributes the engine,0,past progressive - present simple,progressive - progressive
Boeing was producing the engine,Boeing distributed the engine,1,past progressive - past simple,progressive - perfect
Boeing has produced the engine,Boeing is distributing the engine,1,present perfect - present progressive,perfect - progressive
Boeing has produced the engine,Boeing was distributing the engine,0,present perfect - past progressive,perfect - progressive
Boeing has produced the engine,Boeing has distributed the engine,0,present perfect - present perfect,perfect - perfect
Boeing has produced the engine,Boeing had distributed the engine,0,present perfect - past perfect,perfect - perfect
Boeing has produced the engine,Boeing will distribute the engine,0,present perfect - future simple,perfect - progressive
Boeing has produced the engine,Boeing distributes the engine,1,present perfect - present simple,perfect - progressive
Boeing has produced the engine,Boeing distributed the engine,0,present perfect - past simple,perfect - perfect
Boeing had produced the engine,Boeing is distributing the engine,0,past perfect - present progressive,perfect - progressive
Boeing had produced the engine,Boeing was distributing the engine,1,past perfect - past progressive,perfect - progressive
Boeing had produced the engine,Boeing has distributed the engine,0,past perfect - present perfect,perfect - perfect
Boeing had produced the engine,Boeing had distributed the engine,1,past perfect - past perfect,perfect - perfect
Boeing had produced the engine,Boeing will distribute the engine,0,past perfect - future simple,perfect - progressive
Boeing had produced the engine,Boeing distributes the engine,0,past perfect - present simple,perfect - progressive
Boeing had produced the engine,Boeing distributed the engine,1,past perfect - past simple,perfect - perfect
Boeing will produce the engine,Boeing is distributing the engine,0,future simple - present progressive,progressive - progressive
Boeing will produce the engine,Boeing was distributing the engine,0,future simple - past progressive,progressive - progressive
Boeing will produce the engine,Boeing has distributed the engine,0,future simple - present perfect,progressive - perfect
Boeing will produce the engine,Boeing had distributed the engine,0,future simple - past perfect,progressive - perfect
Boeing will produce the engine,Boeing will distribute the engine,1,future simple - future simple,progressive - progressive
Boeing will produce the engine,Boeing distributes the engine,0,future simple - present simple,progressive - progressive
Boeing will produce the engine,Boeing distributed the engine,0,future simple - past simple,progressive - perfect
Boeing produces the engine,Boeing is distributing the engine,1,present simple - present progressive,progressive - progressive
Boeing produces the engine,Boeing was distributing the engine,0,present simple - past progressive,progressive - progressive
Boeing produces the engine,Boeing has distributed the engine,0,present simple - present perfect,progressive - perfect
Boeing produces the engine,Boeing had distributed the engine,0,present simple - past perfect,progressive - perfect
Boeing produces the engine,Boeing will distribute the engine,1,present simple - future simple,progressive - progressive
Boeing produces the engine,Boeing distributes the engine,1,present simple - present simple,progressive - progressive
Boeing produces the engine,Boeing distributed the engine,0,present simple - past simple,progressive - perfect
Boeing produced the engine,Boeing is distributing the engine,0,past simple - present progressive,perfect - progressive
Boeing produced the engine,Boeing was distributing the engine,1,past simple - past progressive,perfect - progressive
Boeing produced the engine,Boeing has distributed the engine,0,past simple - present perfect,perfect - perfect
Boeing produced the engine,Boeing had distributed the engine,1,past simple - past perfect,perfect - perfect
Boeing produced the engine,Boeing will distribute the engine,0,past simple - future simple,perfect - progressive
Boeing produced the engine,Boeing distributes the engine,0,past simple - present simple,perfect - progressive
Boeing produced the engine,Boeing distributed the engine,1,past simple - past simple,perfect - perfect
Boeing is distributing the engine,Boeing is producing the engine,0,present progressive - present progressive,progressive - progressive
Boeing is distributing the engine,Boeing was producing the engine,0,present progressive - past progressive,progressive - progressive
Boeing is distributing the engine,Boeing has produced the engine,0,present progressive - present perfect,progressive - perfect
Boeing is distributing the engine,Boeing had produced the engine,0,present progressive - past perfect,progressive - perfect
Boeing is distributing the engine,Boeing will produce the engine,0,present progressive - future simple,progressive - progressive
Boeing is distributing the engine,Boeing produces the engine,0,present progressive - present simple,progressive - progressive
Boeing is distributing the engine,Boeing produced the engine,0,present progressive - past simple,progressive - perfect
Boeing was distributing the engine,Boeing is producing the engine,0,past progressive - present progressive,progressive - progressive
Boeing was distributing the engine,Boeing was producing the engine,0,past progressive - past progressive,progressive - progressive
Boeing was distributing the engine,Boeing has produced the engine,0,past progressive - present perfect,progressive - perfect
Boeing was distributing the engine,Boeing had produced the engine,0,past progressive - past perfect,progressive - perfect
Boeing was distributing the engine,Boeing will produce the engine,0,past progressive - future simple,progressive - progressive
Boeing was distributing the engine,Boeing produces the engine,0,past progressive - present simple,progressive - progressive
Boeing was distributing the engine,Boeing produced the engine,0,past progressive - past simple,progressive - perfect
Boeing has distributed the engine,Boeing is producing the engine,0,present perfect - present progressive,perfect - progressive
Boeing has distributed the engine,Boeing was producing the engine,0,present perfect - past progressive,perfect - progressive
Boeing has distributed the engine,Boeing has produced the engine,0,present perfect - present perfect,perfect - perfect
Boeing has distributed the engine,Boeing had produced the engine,0,present perfect - past perfect,perfect - perfect
Boeing has distributed the engine,Boeing will produce the engine,0,present perfect - future simple,perfect - progressive
Boeing has distributed the engine,Boeing produces the engine,0,present perfect - present simple,perfect - progressive
Boeing has distributed the engine,Boeing produced the engine,0,present perfect - past simple,perfect - perfect
Boeing had distributed the engine,Boeing is producing the engine,0,past perfect - present progressive,perfect - progressive
Boeing had distributed the engine,Boeing was producing the engine,0,past perfect - past progressive,perfect - progressive
Boeing had distributed the engine,Boeing has produced the engine,0,past perfect - present perfect,perfect - perfect
Boeing had distributed the engine,Boeing had produced the engine,0,past perfect - past perfect,perfect - perfect
Boeing had distributed the engine,Boeing will produce the engine,0,past perfect - future simple,perfect - progressive
Boeing had distributed the engine,Boeing produces the engine,0,past perfect - present simple,perfect - progressive
Boeing had distributed the engine,Boeing produced the engine,0,past perfect - past simple,perfect - perfect
Boeing will distribute the engine,Boeing is producing the engine,0,future simple - present progressive,progressive - progressive
Boeing will distribute the engine,Boeing was producing the engine,0,future simple - past progressive,progressive - progressive
Boeing will distribute the engine,Boeing has produced the engine,0,future simple - present perfect,progressive - perfect
Boeing will distribute the engine,Boeing had produced the engine,0,future simple - past perfect,progressive - perfect
Boeing will distribute the engine,Boeing will produce the engine,0,future simple - future simple,progressive - progressive
Boeing will distribute the engine,Boeing produces the engine,0,future simple - present simple,progressive - progressive
Boeing will distribute the engine,Boeing produced the engine,0,future simple - past simple,progressive - perfect
Boeing distributes the engine,Boeing is producing the engine,0,present simple - present progressive,progressive - progressive
Boeing distributes the engine,Boeing was producing the engine,0,present simple - past progressive,progressive - progressive
Boeing distributes the engine,Boeing has produced the engine,0,present simple - present perfect,progressive - perfect
Boeing distributes the engine,Boeing had produced the engine,0,present simple - past perfect,progressive - perfect
Boeing distributes the engine,Boeing will produce the engine,0,present simple - future simple,progressive - progressive
Boeing distributes the engine,Boeing produces the engine,0,present simple - present simple,progressive - progressive
Boeing distributes the engine,Boeing produced the engine,0,present simple - past simple,progressive - perfect
Boeing distributed the engine,Boeing is producing the engine,0,past simple - present progressive,perfect - progressive
Boeing distributed the engine,Boeing was producing the engine,0,past simple - past progressive,perfect - progressive
Boeing distributed the engine,Boeing has produced the engine,0,past simple - present perfect,perfect - perfect
Boeing distributed the engine,Boeing had produced the engine,0,past simple - past perfect,perfect - perfect
Boeing distributed the engine,Boeing will produce the engine,0,past simple - future simple,perfect - progressive
Boeing distributed the engine,Boeing produces the engine,0,past simple - present simple,perfect - progressive
Boeing distributed the engine,Boeing produced the engine,0,past simple - past simple,perfect - perfect
Matt is editing the paper,Matt is writing the paper,0,present progressive - present progressive,progressive - progressive
Matt is editing the paper,Matt was writing the paper,0,present progressive - past progressive,progressive - progressive
Matt is editing the paper,Matt has written the paper,0,present progressive - present perfect,progressive - perfect
Matt is editing the paper,Matt had written the paper,0,present progressive - past perfect,progressive - perfect
Matt is editing the paper,Matt will write the paper,0,present progressive - future simple,progressive - progressive
Matt is editing the paper,Matt writes the paper,0,present progressive - present simple,progressive - progressive
Matt is editing the paper,Matt wrote the paper,0,present progressive - past simple,progressive - perfect
Matt was editing the paper,Matt is writing the paper,0,past progressive - present progressive,progressive - progressive
Matt was editing the paper,Matt was writing the paper,0,past progressive - past progressive,progressive - progressive
Matt was editing the paper,Matt has written the paper,0,past progressive - present perfect,progressive - perfect
Matt was editing the paper,Matt had written the paper,0,past progressive - past perfect,progressive - perfect
Matt was editing the paper,Matt will write the paper,0,past progressive - future simple,progressive - progressive
Matt was editing the paper,Matt writes the paper,0,past progressive - present simple,progressive - progressive
Matt was editing the paper,Matt wrote the paper,0,past progressive - past simple,progressive - perfect
Matt has edited the paper,Matt is writing the paper,0,present perfect - present progressive,perfect - progressive
Matt has edited the paper,Matt was writing the paper,0,present perfect - past progressive,perfect - progressive
Matt has edited the paper,Matt has written the paper,0,present perfect - present perfect,perfect - perfect
Matt has edited the paper,Matt had written the paper,0,present perfect - past perfect,perfect - perfect
Matt has edited the paper,Matt will write the paper,0,present perfect - future simple,perfect - progressive
Matt has edited the paper,Matt writes the paper,0,present perfect - present simple,perfect - progressive
Matt has edited the paper,Matt wrote the paper,0,present perfect - past simple,perfect - perfect
Matt had edited the paper,Matt is writing the paper,0,past perfect - present progressive,perfect - progressive
Matt had edited the paper,Matt was writing the paper,0,past perfect - past progressive,perfect - progressive
Matt had edited the paper,Matt has written the paper,0,past perfect - present perfect,perfect - perfect
Matt had edited the paper,Matt had written the paper,0,past perfect - past perfect,perfect - perfect
Matt had edited the paper,Matt will write the paper,0,past perfect - future simple,perfect - progressive
Matt had edited the paper,Matt writes the paper,0,past perfect - present simple,perfect - progressive
Matt had edited the paper,Matt wrote the paper,0,past perfect - past simple,perfect - perfect
Matt will edit the paper,Matt is writing the paper,0,future simple - present progressive,progressive - progressive
Matt will edit the paper,Matt was writing the paper,0,future simple - past progressive,progressive - progressive
Matt will edit the paper,Matt has written the paper,0,future simple - present perfect,progressive - perfect
Matt will edit the paper,Matt had written the paper,0,future simple - past perfect,progressive - perfect
Matt will edit the paper,Matt will write the paper,0,future simple - future simple,progressive - progressive
Matt will edit the paper,Matt writes the paper,0,future simple - present simple,progressive - progressive
Matt will edit the paper,Matt wrote the paper,0,future simple - past simple,progressive - perfect
Matt edits the paper,Matt is writing the paper,0,present simple - present progressive,progressive - progressive
Matt edits the paper,Matt was writing the paper,0,present simple - past progressive,progressive - progressive
Matt edits the paper,Matt has written the paper,0,present simple - present perfect,progressive - perfect
Matt edits the paper,Matt had written the paper,0,present simple - past perfect,progressive - perfect
Matt edits the paper,Matt will write the paper,0,present simple - future simple,progressive - progressive
Matt edits the paper,Matt writes the paper,0,present simple - present simple,progressive - progressive
Matt edits the paper,Matt wrote the paper,0,present simple - past simple,progressive - perfect
Matt edited the paper,Matt is writing the paper,0,past simple - present progressive,perfect - progressive
Matt edited the paper,Matt was writing the paper,0,past simple - past progressive,perfect - progressive
Matt edited the paper,Matt has written the paper,0,past simple - present perfect,perfect - perfect
Matt edited the paper,Matt had written the paper,0,past simple - past perfect,perfect - perfect
Matt edited the paper,Matt will write the paper,0,past simple - future simple,perfect - progressive
Matt edited the paper,Matt writes the paper,0,past simple - present simple,perfect - progressive
Matt edited the paper,Matt wrote the paper,0,past simple - past simple,perfect - perfect
Matt is writing the paper,Matt is editing the paper,1,present progressive - present progressive,progressive - progressive
Matt is writing the paper,Matt was editing the paper,0,present progressive - past progressive,progressive - progressive
Matt is writing the paper,Matt has edited the paper,0,present progressive - present perfect,progressive - perfect
Matt is writing the paper,Matt had edited the paper,0,present progressive - past perfect,progressive - perfect
Matt is writing the paper,Matt will edit the paper,1,present progressive - future simple,progressive - progressive
Matt is writing the paper,Matt edits the paper,1,present progressive - present simple,progressive - progressive
Matt is writing the paper,Matt edited the paper,0,present progressive - past simple,progressive - perfect
Matt was writing the paper,Matt is editing the paper,0,past progressive - present progressive,progressive - progressive
Matt was writing the paper,Matt was editing the paper,1,past progressive - past progressive,progressive - progressive
Matt was writing the paper,Matt has edited the paper,1,past progressive - present perfect,progressive - perfect
Matt was writing the paper,Matt had edited the paper,1,past progressive - past perfect,progressive - perfect
Matt was writing the paper,Matt will edit the paper,0,past progressive - future simple,progressive - progressive
Matt was writing the paper,Matt edits the paper,0,past progressive - present simple,progressive - progressive
Matt was writing the paper,Matt edited the paper,1,past progressive - past simple,progressive - perfect
Matt has written the paper,Matt is editing the paper,0,present perfect - present progressive,perfect - progressive
Matt has written the paper,Matt was editing the paper,1,present perfect - past progressive,perfect - progressive
Matt has written the paper,Matt has edited the paper,1,present perfect - present perfect,perfect - perfect
Matt has written the paper,Matt had edited the paper,0,present perfect - past perfect,perfect - perfect
Matt has written the paper,Matt will edit the paper,0,present perfect - future simple,perfect - progressive
Matt has written the paper,Matt edits the paper,0,present perfect - present simple,perfect - progressive
Matt has written the paper,Matt edited the paper,1,present perfect - past simple,perfect - perfect
Matt had written the paper,Matt is editing the paper,0,past perfect - present progressive,perfect - progressive
Matt had written the paper,Matt was editing the paper,1,past perfect - past progressive,perfect - progressive
Matt had written the paper,Matt has edited the paper,0,past perfect - present perfect,perfect - perfect
Matt had written the paper,Matt had edited the paper,1,past perfect - past perfect,perfect - perfect
Matt had written the paper,Matt will edit the paper,0,past perfect - future simple,perfect - progressive
Matt had written the paper,Matt edits the paper,0,past perfect - present simple,perfect - progressive
Matt had written the paper,Matt edited the paper,1,past perfect - past simple,perfect - perfect
Matt will write the paper,Matt is editing the paper,0,future simple - present progressive,progressive - progressive
Matt will write the paper,Matt was editing the paper,0,future simple - past progressive,progressive - progressive
Matt will write the paper,Matt has edited the paper,0,future simple - present perfect,progressive - perfect
Matt will write the paper,Matt had edited the paper,0,future simple - past perfect,progressive - perfect
Matt will write the paper,Matt will edit the paper,1,future simple - future simple,progressive - progressive
Matt will write the paper,Matt edits the paper,0,future simple - present simple,progressive - progressive
Matt will write the paper,Matt edited the paper,0,future simple - past simple,progressive - perfect
Matt writes the paper,Matt is editing the paper,1,present simple - present progressive,progressive - progressive
Matt writes the paper,Matt was editing the paper,0,present simple - past progressive,progressive - progressive
Matt writes the paper,Matt has edited the paper,0,present simple - present perfect,progressive - perfect
Matt writes the paper,Matt had edited the paper,0,present simple - past perfect,progressive - perfect
Matt writes the paper,Matt will edit the paper,1,present simple - future simple,progressive - progressive
Matt writes the paper,Matt edits the paper,1,present simple - present simple,progressive - progressive
Matt writes the paper,Matt edited the paper,0,present simple - past simple,progressive - perfect
Matt wrote the paper,Matt is editing the paper,0,past simple - present progressive,perfect - progressive
Matt wrote the paper,Matt was editing the paper,1,past simple - past progressive,perfect - progressive
Matt wrote the paper,Matt has edited the paper,0,past simple - present perfect,perfect - perfect
Matt wrote the paper,Matt had edited the paper,1,past simple - past perfect,perfect - perfect
Matt wrote the paper,Matt will edit the paper,0,past simple - future simple,perfect - progressive
Matt wrote the paper,Matt edits the paper,0,past simple - present simple,perfect - progressive
Matt wrote the paper,Matt edited the paper,1,past simple - past simple,perfect - perfect
Max is buying the flat,Max has owned the flat,0,present progressive - present perfect,progressive - perfect
Max is buying the flat,Max had owned the flat,0,present progressive - past perfect,progressive - perfect
Max is buying the flat,Max will own the flat,1,present progressive - future simple,progressive - progressive
Max is buying the flat,Max owns the flat,0,present progressive - present simple,progressive - progressive
Max is buying the flat,Max owned the flat,0,present progressive - past simple,progressive - perfect
Max was buying the flat,Max has owned the flat,0,past progressive - present perfect,progressive - perfect
Max was buying the flat,Max had owned the flat,0,past progressive - past perfect,progressive - perfect
Max was buying the flat,Max will own the flat,0,past progressive - future simple,progressive - progressive
Max was buying the flat,Max owns the flat,0,past progressive - present simple,progressive - progressive
Max was buying the flat,Max owned the flat,0,past progressive - past simple,progressive - perfect
Max has bought the flat,Max has owned the flat,0,present perfect - present perfect,perfect - perfect
Max has bought the flat,Max had owned the flat,0,present perfect - past perfect,perfect - perfect
Max has bought the flat,Max will own the flat,1,present perfect - future simple,perfect - progressive
Max has bought the flat,Max owns the flat,1,present perfect - present simple,perfect - progressive
Max has bought the flat,Max owned the flat,0,present perfect - past simple,perfect - perfect
Max had bought the flat,Max has owned the flat,1,past perfect - present perfect,perfect - perfect
Max had bought the flat,Max had owned the flat,1,past perfect - past perfect,perfect - perfect
Max had bought the flat,Max will own the flat,0,past perfect - future simple,perfect - progressive
Max had bought the flat,Max owns the flat,0,past perfect - present simple,perfect - progressive
Max had bought the flat,Max owned the flat,1,past perfect - past simple,perfect - perfect
Max will buy the flat,Max has owned the flat,0,future simple - present perfect,progressive - perfect
Max will buy the flat,Max had owned the flat,0,future simple - past perfect,progressive - perfect
Max will buy the flat,Max will own the flat,1,future simple - future simple,progressive - progressive
Max will buy the flat,Max owns the flat,0,future simple - present simple,progressive - progressive
Max will buy the flat,Max owned the flat,0,future simple - past simple,progressive - perfect
Max buys the flat,Max has owned the flat,0,present simple - present perfect,progressive - perfect
Max buys the flat,Max had owned the flat,0,present simple - past perfect,progressive - perfect
Max buys the flat,Max will own the flat,1,present simple - future simple,progressive - progressive
Max buys the flat,Max owns the flat,1,present simple - present simple,progressive - progressive
Max buys the flat,Max owned the flat,0,present simple - past simple,progressive - perfect
Max bought the flat,Max has owned the flat,1,past simple - present perfect,perfect - perfect
Max bought the flat,Max had owned the flat,1,past simple - past perfect,perfect - perfect
Max bought the flat,Max will own the flat,0,past simple - future simple,perfect - progressive
Max bought the flat,Max owns the flat,0,past simple - present simple,perfect - progressive
Max bought the flat,Max owned the flat,1,past simple - past simple,perfect - perfect
Max has owned the flat,Max is buying the flat,0,present perfect - present progressive,perfect - progressive
Max has owned the flat,Max was buying the flat,0,present perfect - past progressive,perfect - progressive
Max has owned the flat,Max has bought the flat,0,present perfect - present perfect,perfect - perfect
Max has owned the flat,Max had bought the flat,0,present perfect - past perfect,perfect - perfect
Max has owned the flat,Max will buy the flat,0,present perfect - future simple,perfect - progressive
Max has owned the flat,Max buys the flat,0,present perfect - present simple,perfect - progressive
Max has owned the flat,Max bought the flat,0,present perfect - past simple,perfect - perfect
Max had owned the flat,Max is buying the flat,0,past perfect - present progressive,perfect - progressive
Max had owned the flat,Max was buying the flat,0,past perfect - past progressive,perfect - progressive
Max had owned the flat,Max has bought the flat,0,past perfect - present perfect,perfect - perfect
Max had owned the flat,Max had bought the flat,0,past perfect - past perfect,perfect - perfect
Max had owned the flat,Max will buy the flat,0,past perfect - future simple,perfect - progressive
Max had owned the flat,Max buys the flat,0,past perfect - present simple,perfect - progressive
Max had owned the flat,Max bought the flat,0,past perfect - past simple,perfect - perfect
Max will own the flat,Max is buying the flat,0,future simple - present progressive,progressive - progressive
Max will own the flat,Max was buying the flat,0,future simple - past progressive,progressive - progressive
Max will own the flat,Max has bought the flat,0,future simple - present perfect,progressive - perfect
Max will own the flat,Max had bought the flat,0,future simple - past perfect,progressive - perfect
Max will own the flat,Max will buy the flat,0,future simple - future simple,progressive - progressive
Max will own the flat,Max buys the flat,0,future simple - present simple,progressive - progressive
Max will own the flat,Max bought the flat,0,future simple - past simple,progressive - perfect
Max owns the flat,Max is buying the flat,0,present simple - present progressive,progressive - progressive
Max owns the flat,Max was buying the flat,0,present simple - past progressive,progressive - progressive
Max owns the flat,Max has bought the flat,0,present simple - present perfect,progressive - perfect
Max owns the flat,Max had bought the flat,0,present simple - past perfect,progressive - perfect
Max owns the flat,Max will buy the flat,0,present simple - future simple,progressive - progressive
Max owns the flat,Max buys the flat,0,present simple - present simple,progressive - progressive
Max owns the flat,Max bought the flat,0,present simple - past simple,progressive - perfect
Max owned the flat,Max is buying the flat,0,past simple - present progressive,perfect - progressive
Max owned the flat,Max was buying the flat,0,past simple - past progressive,perfect - progressive
Max owned the flat,Max has bought the flat,0,past simple - present perfect,perfect - perfect
Max owned the flat,Max had bought the flat,0,past simple - past perfect,perfect - perfect
Max owned the flat,Max will buy the flat,0,past simple - future simple,perfect - progressive
Max owned the flat,Max buys the flat,0,past simple - present simple,perfect - progressive
Max owned the flat,Max bought the flat,0,past simple - past simple,perfect - perfect
John is visiting London,John is exiting London,0,present progressive - present progressive,progressive - progressive
John is visiting London,John was exiting London,0,present progressive - past progressive,progressive - progressive
John is visiting London,John has exited London,0,present progressive - present perfect,progressive - perfect
John is visiting London,John had exited London,0,present progressive - past perfect,progressive - perfect
John is visiting London,John will exit London,1,present progressive - future simple,progressive - progressive
John is visiting London,John exits London,0,present progressive - present simple,progressive - progressive
John is visiting London,John exited London,0,present progressive - past simple,progressive - perfect
John was visiting London,John is exiting London,0,past progressive - present progressive,progressive - progressive
John was visiting London,John was exiting London,1,past progressive - past progressive,progressive - progressive
John was visiting London,John has exited London,0,past progressive - present perfect,progressive - perfect
John was visiting London,John had exited London,1,past progressive - past perfect,progressive - perfect
John was visiting London,John will exit London,0,past progressive - future simple,progressive - progressive
John was visiting London,John exits London,0,past progressive - present simple,progressive - progressive
John was visiting London,John exited London,1,past progressive - past simple,progressive - perfect
John has visited London,John is exiting London,0,present perfect - present progressive,perfect - progressive
John has visited London,John was exiting London,1,present perfect - past progressive,perfect - progressive
John has visited London,John has exited London,0,present perfect - present perfect,perfect - perfect
John has visited London,John had exited London,1,present perfect - past perfect,perfect - perfect
John has visited London,John will exit London,0,present perfect - future simple,perfect - progressive
John has visited London,John exits London,0,present perfect - present simple,perfect - progressive
John has visited London,John exited London,1,present perfect - past simple,perfect - perfect
John had visited London,John is exiting London,0,past perfect - present progressive,perfect - progressive
John had visited London,John was exiting London,1,past perfect - past progressive,perfect - progressive
John had visited London,John has exited London,0,past perfect - present perfect,perfect - perfect
John had visited London,John had exited London,1,past perfect - past perfect,perfect - perfect
John had visited London,John will exit London,0,past perfect - future simple,perfect - progressive
John had visited London,John exits London,0,past perfect - present simple,perfect - progressive
John had visited London,John exited London,1,past perfect - past simple,perfect - perfect
John will visit London,John is exiting London,0,future simple - present progressive,progressive - progressive
John will visit London,John was exiting London,0,future simple - past progressive,progressive - progressive
John will visit London,John has exited London,0,future simple - present perfect,progressive - perfect
John will visit London,John had exited London,0,future simple - past perfect,progressive - perfect
John will visit London,John will exit London,1,future simple - future simple,progressive - progressive
John will visit London,John exits London,0,future simple - present simple,progressive - progressive
John will visit London,John exited London,0,future simple - past simple,progressive - perfect
John visits London,John is exiting London,0,present simple - present progressive,progressive - progressive
John visits London,John was exiting London,0,present simple - past progressive,progressive - progressive
John visits London,John has exited London,0,present simple - present perfect,progressive - perfect
John visits London,John had exited London,0,present simple - past perfect,progressive - perfect
John visits London,John will exit London,1,present simple - future simple,progressive - progressive
John visits London,John exits London,0,present simple - present simple,progressive - progressive
John visits London,John exited London,0,present simple - past simple,progressive - perfect
John visited London,John is exiting London,0,past simple - present progressive,perfect - progressive
John visited London,John was exiting London,1,past simple - past progressive,perfect - progressive
John visited London,John has exited London,0,past simple - present perfect,perfect - perfect
John visited London,John had exited London,1,past simple - past perfect,perfect - perfect
John visited London,John will exit London,0,past simple - future simple,perfect - progressive
John visited London,John exits London,0,past simple - present simple,perfect - progressive
John visited London,John exited London,1,past simple - past simple,perfect - perfect
John is exiting London,John is visiting London,0,present progressive - present progressive,progressive - progressive
John is exiting London,John was visiting London,0,present progressive - past progressive,progressive - progressive
John is exiting London,John has visited London,0,present progressive - present perfect,progressive - perfect
John is exiting London,John had visited London,0,present progressive - past perfect,progressive - perfect
John is exiting London,John will visit London,0,present progressive - future simple,progressive - progressive
John is exiting London,John visits London,0,present progressive - present simple,progressive - progressive
John is exiting London,John visited London,0,present progressive - past simple,progressive - perfect
John was exiting London,John is visiting London,0,past progressive - present progressive,progressive - progressive
John was exiting London,John was visiting London,0,past progressive - past progressive,progressive - progressive
John was exiting London,John has visited London,0,past progressive - present perfect,progressive - perfect
John was exiting London,John had visited London,0,past progressive - past perfect,progressive - perfect
John was exiting London,John will visit London,0,past progressive - future simple,progressive - progressive
John was exiting London,John visits London,0,past progressive - present simple,progressive - progressive
John was exiting London,John visited London,0,past progressive - past simple,progressive - perfect
John has exited London,John is visiting London,0,present perfect - present progressive,perfect - progressive
John has exited London,John was visiting London,0,present perfect - past progressive,perfect - progressive
John has exited London,John has visited London,0,present perfect - present perfect,perfect - perfect
John has exited London,John had visited London,0,present perfect - past perfect,perfect - perfect
John has exited London,John will visit London,0,present perfect - future simple,perfect - progressive
John has exited London,John visits London,0,present perfect - present simple,perfect - progressive
John has exited London,John visited London,0,present perfect - past simple,perfect - perfect
John had exited London,John is visiting London,0,past perfect - present progressive,perfect - progressive
John had exited London,John was visiting London,0,past perfect - past progressive,perfect - progressive
John had exited London,John has visited London,0,past perfect - present perfect,perfect - perfect
John had exited London,John had visited London,0,past perfect - past perfect,perfect - perfect
John had exited London,John will visit London,0,past perfect - future simple,perfect - progressive
John had exited London,John visits London,0,past perfect - present simple,perfect - progressive
John had exited London,John visited London,0,past perfect - past simple,perfect - perfect
John will exit London,John is visiting London,0,future simple - present progressive,progressive - progressive
John will exit London,John was visiting London,0,future simple - past progressive,progressive - progressive
John will exit London,John has visited London,0,future simple - present perfect,progressive - perfect
John will exit London,John had visited London,0,future simple - past perfect,progressive - perfect
John will exit London,John will visit London,0,future simple - future simple,progressive - progressive
John will exit London,John visits London,0,future simple - present simple,progressive - progressive
John will exit London,John visited London,0,future simple - past simple,progressive - perfect
John exits London,John is visiting London,0,present simple - present progressive,progressive - progressive
John exits London,John was visiting London,0,present simple - past progressive,progressive - progressive
John exits London,John has visited London,0,present simple - present perfect,progressive - perfect
John exits London,John had visited London,0,present simple - past perfect,progressive - perfect
